Time,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,time_num,Temp,Rel_Hum,Weather,Hour,Month
2013-04-07 22:00:00,662,210,2,450,0,0,0,0,41,109,38,31,50,0,87,0,0,26,0,5,0,21,42,1304072200,6.8,90.0,10.0,22,04
2013-04-07 23:00:00,552,196,2,354,0,0,0,0,30,110,36,31,51,0,6,0,0,26,0,5,0,22,37,1304072300,7.1,88.0,10.0,23,04
2013-04-08 00:00:00,1179,598,0,581,0,0,0,0,39,111,1,31,50,0,6,0,0,25,133,5,0,22,158,1304080000,7.2,87.0,10.0,00,04
2013-04-08 01:00:00,1124,495,2,627,0,0,0,0,40,110,36,32,50,0,7,0,0,26,0,5,0,22,299,1304080100,7.3,86.0,10.0,01,04
2013-04-08 02:00:00,1229,367,2,860,0,0,0,0,40,110,37,32,51,0,96,0,0,26,129,5,0,22,312,1304080200,7.3,85.0,10.0,02,04
2013-04-08 03:00:00,1147,397,0,750,21,0,0,0,40,109,38,32,51,0,57,0,0,26,0,34,0,22,320,1304080300,7.3,87.0,10.0,03,04
2013-04-08 04:00:00,1859,404,4,1451,0,331,0,0,41,109,36,32,51,0,99,0,0,26,134,5,0,190,397,1304080400,7.3,87.0,10.0,04,04
2013-04-08 05:00:00,1119,235,2,882,0,336,0,0,43,110,38,32,52,0,6,0,0,26,0,5,0,196,38,1304080500,7.3,86.0,10.0,05,04
2013-04-08 06:00:00,2636,276,0,2360,0,0,0,0,40,115,178,32,51,0,57,0,0,27,0,37,0,22,1801,1304080600,7.4,87.0,11.0,06,04
2013-04-08 07:00:00,548,38,0,510,0,2,0,0,40,111,38,32,51,0,6,0,3,26,128,5,0,22,46,1304080700,7.9,84.0,11.0,07,04
2013-04-08 08:00:00,415,38,2,375,0,0,0,0,40,110,39,32,52,0,7,0,0,27,0,5,0,22,41,1304080800,8.5,81.0,11.0,08,04
2013-04-08 09:00:00,543,38,0,505,0,1,0,0,40,110,39,32,52,0,7,0,0,26,127,5,0,23,43,1304080900,9.0,77.0,11.0,09,04
2013-04-08 10:00:00,424,41,4,379,0,1,0,0,41,110,39,32,52,0,7,0,0,26,7,5,0,22,37,1304081000,10.2,75.0,11.0,10,04
2013-04-08 11:00:00,557,38,0,519,0,0,0,0,41,110,39,32,52,0,7,0,0,26,126,5,0,22,59,1304081100,10.2,72.0,11.0,11,04
2013-04-08 12:00:00,2193,38,0,2155,0,1,0,0,30,120,1703,31,52,0,7,0,0,26,0,5,0,22,158,1304081200,11.1,68.0,11.0,12,04
2013-04-08 13:00:00,502,171,2,329,0,1,0,0,40,111,1,31,52,0,7,0,0,26,0,5,0,23,32,1304081300,11.1,73.0,11.0,13,04
2013-04-08 14:00:00,2719,470,4,2245,0,0,0,0,40,109,37,32,52,0,7,0,0,26,0,5,0,22,1915,1304081400,12.7,62.0,11.0,14,04
2013-04-08 15:00:00,2696,171,0,2525,0,0,0,0,40,118,1807,34,51,0,6,0,0,26,127,22,0,22,272,1304081500,13.1,57.0,11.0,15,04
2013-04-08 16:00:00,932,173,4,755,0,1,0,0,41,109,1,84,51,0,86,0,0,26,127,5,0,22,202,1304081600,12.6,57.0,11.0,16,04
2013-04-08 17:00:00,817,175,2,640,0,0,0,0,41,111,38,85,51,0,107,0,0,26,0,5,0,22,154,1304081700,11.9,60.0,11.0,17,04
2013-04-08 18:00:00,676,38,2,636,0,0,0,0,42,110,36,81,51,0,105,0,0,27,0,5,0,22,157,1304081800,11.2,69.0,11.0,18,04
2013-04-08 19:00:00,3061,43,0,3018,0,336,0,0,41,119,1846,83,51,0,94,0,0,26,0,5,0,22,395,1304081900,10.1,75.0,11.0,19,04
2013-04-08 20:00:00,539,41,0,498,0,0,0,0,40,110,39,32,52,0,6,0,0,26,127,5,0,22,39,1304082000,8.4,82.0,11.0,20,04
2013-04-08 21:00:00,552,180,0,372,0,1,0,0,40,110,38,32,52,0,7,0,0,26,0,5,0,22,39,1304082100,7.7,85.0,10.0,21,04
2013-04-08 22:00:00,543,41,0,502,0,0,0,0,40,110,38,31,51,0,6,0,0,26,131,5,0,22,42,1304082200,7.9,80.0,11.0,22,04
2013-04-08 23:00:00,836,459,2,375,0,0,0,0,40,111,38,32,52,0,7,0,0,26,0,5,0,22,42,1304082300,8.5,80.0,11.0,23,04
2013-04-09 00:00:00,2709,2351,0,358,0,0,0,0,40,109,38,31,51,0,7,0,0,26,0,5,0,21,30,1304090000,7.9,81.0,11.0,00,04
2013-04-09 01:00:00,790,271,0,519,0,0,0,0,44,110,37,31,51,0,6,0,0,26,146,5,0,22,41,1304090100,8.9,80.0,10.0,01,04
2013-04-09 02:00:00,722,345,0,377,0,0,0,0,40,109,38,32,51,0,7,0,0,26,0,22,0,22,30,1304090200,8.8,80.0,10.0,02,04
2013-04-09 03:00:00,3121,342,0,2779,21,0,0,0,40,118,1830,80,51,0,6,0,0,26,0,5,0,22,580,1304090300,8.6,82.0,10.0,03,04
2013-04-09 04:00:00,1115,185,0,930,0,0,0,0,41,109,37,80,51,0,58,0,0,26,132,5,0,22,369,1304090400,8.3,84.0,10.0,04,04
2013-04-09 05:00:00,3463,2513,4,946,0,0,0,0,40,110,39,96,52,0,147,0,0,26,0,22,0,22,392,1304090500,8.4,83.0,10.0,05,04
2013-04-09 06:00:00,5159,3925,2,1232,0,330,0,0,40,110,38,32,52,0,36,0,0,26,129,4,0,210,225,1304090600,8.7,83.0,10.0,06,04
2013-04-09 07:00:00,580,173,0,407,0,1,0,0,42,109,39,31,52,0,38,0,0,26,0,5,0,22,42,1304090700,8.7,84.0,3.0,07,04
2013-04-09 08:00:00,662,173,0,489,0,0,0,0,30,109,38,32,52,0,6,0,0,26,126,5,0,23,42,1304090800,9.2,83.0,10.0,08,04
2013-04-09 09:00:00,543,175,0,368,0,1,0,0,40,109,41,32,53,0,7,0,0,26,0,5,0,22,32,1304090900,9.5,78.0,10.0,09,04
2013-04-09 10:00:00,543,173,2,368,0,2,0,0,40,109,38,40,52,0,7,0,0,26,0,5,0,22,27,1304091000,10.5,73.0,10.0,10,04
2013-04-09 11:00:00,653,175,0,478,0,0,0,0,40,109,39,32,52,0,6,0,0,26,0,5,0,22,147,1304091100,10.1,73.0,10.0,11,04
2013-04-09 12:00:00,2211,41,0,2170,0,0,0,0,40,118,1817,33,52,0,6,0,0,26,0,5,0,22,51,1304091200,10.4,74.0,10.0,12,04
2013-04-09 13:00:00,539,41,0,498,0,0,0,0,41,108,39,32,52,0,6,0,0,27,128,5,0,23,37,1304091300,9.4,82.0,3.0,13,04
2013-04-09 14:00:00,1133,356,4,773,0,0,0,0,42,108,38,32,52,0,6,0,0,26,0,35,0,21,413,1304091400,9.1,84.0,3.0,14,04
2013-04-09 15:00:00,2755,41,0,2714,0,0,0,0,40,119,1832,32,52,0,7,0,0,27,132,5,0,21,447,1304091500,8.6,85.0,3.0,15,04
2013-04-09 16:00:00,790,38,0,752,0,0,0,0,40,109,38,77,52,0,6,0,0,26,0,5,0,22,377,1304091600,8.7,86.0,3.0,16,04
2013-04-09 17:00:00,1083,169,2,912,0,0,0,0,41,109,39,78,51,0,94,0,0,26,130,5,0,23,316,1304091700,8.6,87.0,10.0,17,04
2013-04-09 18:00:00,790,171,2,617,0,0,0,0,42,109,39,80,52,0,87,0,0,26,0,5,0,22,155,1304091800,8.5,87.0,10.0,18,04
2013-04-09 19:00:00,1037,178,2,857,0,1,0,0,41,110,39,94,52,0,84,0,0,25,125,5,0,22,259,1304091900,8.1,89.0,6.0,19,04
2013-04-09 20:00:00,735,201,0,534,0,0,0,0,43,110,1,28,51,0,85,0,0,26,124,5,0,22,39,1304092000,8.2,90.0,6.0,20,04
2013-04-09 21:00:00,571,175,4,392,0,1,0,0,46,110,39,28,52,0,7,0,0,25,0,37,0,22,25,1304092100,8.1,91.0,6.0,21,04
2013-04-09 22:00:00,749,175,0,574,0,0,0,0,41,108,37,27,52,0,88,0,0,26,129,5,0,22,39,1304092200,8.1,91.0,10.0,22,04
2013-04-09 23:00:00,2856,331,2,2523,0,0,0,0,40,118,1839,27,51,0,6,0,0,26,0,44,0,22,350,1304092300,8.4,88.0,6.0,23,04
2013-04-10 00:00:00,1188,308,4,876,0,0,0,0,40,109,38,72,51,0,6,0,0,26,130,5,0,21,378,1304100000,8.1,90.0,6.0,00,04
2013-04-10 01:00:00,1096,287,0,809,0,0,0,0,40,109,38,69,51,0,7,0,0,26,0,5,0,22,442,1304100100,7.9,93.0,6.0,01,04
2013-04-10 02:00:00,1581,274,0,1307,0,0,0,0,40,110,38,95,51,0,7,0,0,26,0,45,0,22,873,1304100200,7.9,93.0,6.0,02,04
2013-04-10 03:00:00,1037,278,2,757,21,0,0,0,42,110,38,33,51,0,57,0,5,26,6,5,0,22,341,1304100300,8.0,94.0,6.0,03,04
2013-04-10 04:00:00,1434,324,0,1110,0,0,0,0,40,110,37,40,51,0,146,0,1,26,122,35,0,22,480,1304100400,8.1,93.0,6.0,04,04
2013-04-10 05:00:00,1850,265,4,1581,0,340,0,0,41,111,39,95,52,0,96,0,0,26,0,5,0,159,617,1304100500,8.7,93.0,6.0,05,04
2013-04-10 06:00:00,1279,41,2,1236,0,330,0,0,40,111,173,33,51,0,6,0,0,26,127,5,0,114,220,1304100600,9.1,91.0,7.0,06,04
2013-04-10 07:00:00,525,38,4,483,0,1,0,0,40,111,38,36,52,0,7,0,0,26,0,5,0,22,145,1304100700,9.5,88.0,6.0,07,04
2013-04-10 08:00:00,676,171,0,505,0,1,0,0,40,110,41,32,52,0,6,0,0,26,133,5,0,22,37,1304100800,9.5,90.0,6.0,08,04
2013-04-10 09:00:00,662,173,2,487,0,2,0,0,41,111,39,32,52,0,7,0,0,27,0,5,0,23,148,1304100900,9.7,92.0,6.0,09,04
2013-04-10 10:00:00,552,173,0,379,0,2,0,0,44,110,41,32,52,0,6,0,0,26,0,5,0,23,38,1304101000,10.6,87.0,6.0,10,04
2013-04-10 11:00:00,2348,173,0,2175,0,1,0,0,40,123,1824,32,52,0,7,0,0,26,0,5,0,22,43,1304101100,11.5,86.0,12.0,11,04
2013-04-10 12:00:00,420,38,2,380,0,1,0,0,40,111,39,32,52,0,7,0,0,26,0,5,0,22,45,1304101200,11.4,76.0,12.0,12,04
2013-04-10 13:00:00,548,41,2,505,0,0,0,0,40,110,39,32,52,0,7,0,0,26,129,5,0,22,43,1304101300,11.6,72.0,12.0,13,04
2013-04-10 14:00:00,4400,363,2,4035,0,0,0,0,40,121,1834,32,52,0,7,0,0,26,0,39,0,21,1863,1304101400,12.6,67.0,12.0,14,04
2013-04-10 15:00:00,2846,41,0,2805,0,0,0,0,40,122,1816,28,51,0,6,0,0,26,0,5,0,22,689,1304101500,12.2,69.0,12.0,15,04
2013-04-10 16:00:00,694,171,2,521,0,0,0,0,41,111,38,29,52,0,6,0,0,26,0,5,0,22,191,1304101600,12.2,69.0,12.0,16,04
2013-04-10 17:00:00,2367,171,2,2194,0,0,0,0,30,121,1843,27,51,0,6,0,0,26,0,5,0,22,63,1304101700,11.5,66.0,12.0,17,04
2013-04-10 18:00:00,507,178,0,329,0,0,0,0,41,111,1,28,52,0,6,0,0,26,0,5,0,23,36,1304101800,11.1,73.0,11.0,18,04
2013-04-10 19:00:00,2714,175,0,2539,0,0,0,0,41,122,1816,27,51,0,94,0,0,26,128,31,0,22,181,1304101900,11.6,72.0,3.0,19,04
2013-04-10 20:00:00,662,178,2,482,0,0,0,0,41,111,38,27,51,0,119,0,0,26,0,5,0,22,42,1304102000,11.3,70.0,11.0,20,04
2013-04-10 21:00:00,520,43,2,475,0,0,0,0,40,110,39,27,52,0,109,0,0,26,0,5,0,22,45,1304102100,10.5,79.0,10.0,21,04
2013-04-10 22:00:00,740,38,0,702,0,2,0,0,41,111,38,83,52,0,99,0,0,26,0,5,0,22,223,1304102200,10.3,70.0,11.0,22,04
2013-04-10 23:00:00,429,41,0,388,0,0,0,0,43,111,39,34,52,0,6,0,0,26,0,5,0,22,50,1304102300,9.7,78.0,10.0,23,04
2013-04-11 00:00:00,548,173,2,373,0,1,0,0,40,110,38,32,52,0,7,0,0,26,7,5,0,22,33,1304110000,9.3,77.0,10.0,00,04
2013-04-11 01:00:00,1073,173,2,898,0,0,0,0,40,110,37,80,52,0,6,0,0,26,123,5,0,22,397,1304110100,9.0,73.0,10.0,01,04
2013-04-11 02:00:00,722,43,2,677,0,1,0,0,41,111,38,70,52,0,87,0,0,26,0,5,0,21,225,1304110200,8.7,77.0,11.0,02,04
2013-04-11 03:00:00,1471,468,0,1003,21,0,0,0,41,111,37,33,52,0,81,0,0,26,122,5,0,22,452,1304110300,8.1,78.0,11.0,03,04
2013-04-11 04:00:00,1393,431,2,960,0,0,0,0,41,110,39,103,52,0,100,0,0,26,6,5,0,22,456,1304110400,7.7,76.0,11.0,04,04
2013-04-11 05:00:00,2042,418,2,1622,0,338,0,0,42,110,38,86,52,0,101,0,0,26,125,5,0,211,488,1304110500,7.5,73.0,11.0,05,04
2013-04-11 06:00:00,1384,258,0,1126,0,337,0,0,31,111,38,70,52,0,7,0,0,27,0,5,0,197,251,1304110600,7.3,75.0,10.0,06,04
2013-04-11 07:00:00,717,169,2,546,0,0,0,0,41,110,37,68,52,0,6,0,0,27,145,5,0,22,33,1304110700,7.6,76.0,10.0,07,04
2013-04-11 08:00:00,580,173,0,407,0,2,0,0,41,111,39,70,52,0,7,0,0,26,0,5,0,22,32,1304110800,8.0,74.0,11.0,08,04
2013-04-11 09:00:00,575,171,4,400,0,2,0,0,41,111,39,62,53,0,7,0,0,26,0,5,0,23,31,1304110900,8.7,68.0,12.0,09,04
2013-04-11 10:00:00,447,41,2,404,0,1,0,0,41,110,39,61,52,0,7,0,0,26,0,5,0,22,40,1304111000,9.1,71.0,12.0,10,04
2013-04-11 11:00:00,562,41,0,521,0,1,0,0,41,110,39,69,52,0,7,0,0,26,0,5,0,22,149,1304111100,9.3,67.0,12.0,11,04
2013-04-11 12:00:00,466,41,0,425,0,1,0,0,43,111,39,74,53,0,6,0,0,28,0,5,0,22,43,1304111200,10.1,60.0,12.0,12,04
2013-04-11 13:00:00,466,38,2,426,0,1,0,0,41,110,39,74,53,0,6,0,0,27,0,5,0,22,48,1304111300,10.4,65.0,12.0,13,04
2013-04-11 14:00:00,2531,171,4,2356,0,0,0,0,40,120,1783,74,51,0,7,0,0,27,0,5,0,22,227,1304111400,10.9,60.0,12.0,14,04
2013-04-11 15:00:00,3962,171,0,3791,0,0,0,0,40,120,1818,28,52,0,6,0,12,26,138,5,0,23,1523,1304111500,10.8,54.0,12.0,15,04
2013-04-11 16:00:00,891,171,4,716,0,0,0,0,40,110,38,28,52,0,94,0,12,26,124,5,0,23,164,1304111600,10.9,50.0,12.0,16,04
2013-04-11 17:00:00,525,38,0,487,0,0,0,0,41,110,39,27,53,0,108,0,12,26,0,5,0,22,44,1304111700,10.7,49.0,12.0,17,04
2013-04-11 18:00:00,758,178,2,578,0,0,0,0,41,110,0,27,52,0,116,0,12,26,128,5,0,22,39,1304111800,10.2,50.0,13.0,18,04
2013-04-11 19:00:00,790,41,4,745,0,0,0,0,46,110,38,86,52,0,120,0,7,26,0,5,0,22,233,1304111900,9.6,52.0,13.0,19,04
2013-04-11 20:00:00,703,41,0,662,0,2,0,0,41,110,38,97,52,0,2,0,2,26,0,5,0,22,265,1304112000,9.1,54.0,13.0,20,04
2013-04-11 21:00:00,539,41,0,498,0,0,0,0,40,111,38,32,52,0,2,0,0,26,0,5,0,22,170,1304112100,7.0,61.0,12.0,21,04
2013-04-11 22:00:00,415,41,2,372,0,1,0,0,40,110,39,32,52,0,2,0,0,26,0,5,0,21,44,1304112200,6.0,70.0,12.0,22,04
2013-04-11 23:00:00,1220,472,2,746,0,1,0,0,40,110,38,83,52,0,2,0,0,26,123,35,0,23,213,1304112300,6.6,72.0,12.0,23,04
2013-04-12 00:00:00,945,452,0,493,0,0,0,0,40,111,38,32,51,0,7,0,0,26,0,5,0,22,161,1304120000,4.5,79.0,12.0,00,04
2013-04-12 01:00:00,799,427,2,370,0,0,0,0,41,110,38,31,52,0,6,0,0,26,0,5,0,22,39,1304120100,4.4,81.0,12.0,01,04
2013-04-12 02:00:00,1338,424,2,912,0,0,0,0,31,111,39,80,52,0,6,0,0,25,132,5,0,22,409,1304120200,5.3,80.0,11.0,02,04
2013-04-12 03:00:00,1064,132,4,928,0,2,0,0,41,111,38,95,52,0,91,0,0,26,0,5,0,22,445,1304120300,5.9,77.0,11.0,03,04
2013-04-12 04:00:00,1229,244,2,983,0,0,0,0,40,111,41,70,52,0,58,0,5,27,0,37,0,21,521,1304120400,5.4,78.0,11.0,04,04
2013-04-12 05:00:00,1965,267,2,1696,0,335,0,0,41,111,37,95,52,0,97,0,1,26,127,5,0,354,415,1304120500,5.4,80.0,10.0,05,04
2013-04-12 06:00:00,3249,2063,2,1184,0,332,0,0,40,110,36,71,52,0,7,0,0,26,6,21,0,196,287,1304120600,5.9,77.0,10.0,06,04
2013-04-12 07:00:00,667,171,2,494,0,1,0,0,41,111,39,32,52,0,6,0,0,26,124,5,0,22,35,1304120700,6.6,76.0,10.0,07,04
2013-04-12 08:00:00,658,173,0,485,0,1,0,0,44,111,39,32,52,0,7,0,0,26,0,5,0,22,146,1304120800,6.9,77.0,10.0,08,04
2013-04-12 09:00:00,557,182,2,373,0,1,0,0,40,111,38,32,53,0,6,0,0,26,0,5,0,22,39,1304120900,6.9,77.0,10.0,09,04
2013-04-12 10:00:00,562,41,2,519,0,2,0,0,40,110,41,31,53,0,6,0,0,26,148,5,0,21,36,1304121000,6.9,81.0,6.0,10,04
2013-04-12 11:00:00,420,38,0,382,0,1,0,0,41,111,39,32,53,0,6,0,0,27,0,5,0,22,45,1304121100,5.9,77.0,6.0,11,04
2013-04-12 12:00:00,543,38,4,501,0,1,0,0,41,111,38,32,52,0,6,0,0,27,128,5,0,22,38,1304121200,5.8,84.0,6.0,12,04
2013-04-12 13:00:00,552,38,2,512,0,0,0,0,40,111,39,31,52,0,6,0,0,27,0,5,0,22,179,1304121300,5.5,88.0,6.0,13,04
2013-04-12 14:00:00,744,413,0,331,0,0,0,0,41,111,1,32,51,0,7,0,0,26,0,5,0,22,35,1304121400,5.5,88.0,6.0,14,04
2013-04-12 15:00:00,2682,171,0,2511,0,0,0,0,31,121,1794,101,52,0,7,0,0,26,129,5,0,22,223,1304121500,5.5,88.0,6.0,15,04
2013-04-12 16:00:00,3441,194,0,3247,0,0,0,0,41,356,2464,76,52,0,7,0,0,26,0,5,0,22,198,1304121600,5.6,90.0,5.0,16,04
2013-04-12 17:00:00,927,171,2,754,0,0,0,0,40,112,38,77,52,0,6,0,0,27,128,5,0,22,247,1304121700,5.7,91.0,6.0,17,04
2013-04-12 18:00:00,927,171,2,754,0,1,0,3,41,113,39,100,51,0,7,0,0,26,128,5,0,22,218,1304121800,5.9,89.0,6.0,18,04
2013-04-12 19:00:00,1288,38,2,1248,0,0,0,780,40,114,0,54,52,0,6,0,0,25,0,5,0,21,151,1304121900,6.0,91.0,5.0,19,04
2013-04-12 20:00:00,443,41,2,400,0,0,0,0,41,114,38,54,52,0,6,0,0,26,0,5,0,21,43,1304122000,6.2,90.0,5.0,20,04
2013-04-12 21:00:00,868,41,2,825,0,0,0,3,43,114,1,98,51,0,98,0,0,26,0,5,0,21,365,1304122100,6.6,88.0,11.0,21,04
2013-04-12 22:00:00,443,41,0,402,0,0,0,0,41,114,38,54,52,0,7,0,0,26,0,5,0,22,43,1304122200,6.8,67.0,11.0,22,04
2013-04-12 23:00:00,616,171,2,443,0,0,0,0,40,189,1,54,51,0,7,0,0,26,0,22,0,21,32,1304122300,4.4,76.0,3.0,23,04
2013-04-13 00:00:00,822,171,2,649,0,0,0,0,41,114,37,55,51,0,96,0,0,26,0,22,0,21,186,1304130000,5.1,75.0,11.0,00,04
2013-04-13 01:00:00,1169,41,2,1126,0,0,0,0,40,114,39,80,51,0,6,0,0,25,129,5,0,22,615,1304130100,5.6,79.0,11.0,01,04
2013-04-13 02:00:00,1718,38,2,1678,0,333,0,0,41,189,38,32,51,1,95,0,0,26,6,4,0,305,557,1304130200,5.4,75.0,11.0,02,04
2013-04-13 03:00:00,817,41,2,774,0,0,0,0,41,163,38,54,51,0,7,0,0,26,6,21,0,21,346,1304130300,5.1,70.0,12.0,03,04
2013-04-13 04:00:00,1480,431,2,1047,0,338,0,0,46,115,38,54,52,0,7,0,0,26,125,5,0,22,219,1304130400,4.2,74.0,12.0,04,04
2013-04-13 05:00:00,1503,402,2,1099,0,337,0,0,40,192,39,31,52,0,7,0,0,26,0,4,0,355,16,1304130500,4.0,74.0,11.0,05,04
2013-04-13 06:00:00,1827,603,2,1222,0,332,0,0,40,115,38,31,51,0,6,0,0,26,125,29,0,208,221,1304130600,4.8,73.0,11.0,06,04
2013-04-13 07:00:00,744,372,4,368,0,0,0,0,40,115,38,32,52,0,7,0,0,26,0,5,0,22,31,1304130700,5.2,72.0,3.0,07,04
2013-04-13 08:00:00,420,41,4,375,0,1,0,0,40,114,38,32,52,0,7,0,0,26,0,5,0,23,37,1304130800,6.2,63.0,10.0,08,04
2013-04-13 09:00:00,530,38,2,490,0,1,0,0,42,191,39,57,52,0,7,0,0,26,6,5,0,22,42,1304130900,6.2,72.0,10.0,09,04
2013-04-13 10:00:00,548,41,2,505,0,0,0,0,42,114,38,34,53,0,6,0,0,26,123,5,0,22,42,1304131000,6.5,77.0,11.0,10,04
2013-04-13 11:00:00,2156,41,0,2115,0,0,0,0,30,125,1758,32,52,0,6,0,0,27,0,5,0,22,58,1304131100,7.0,77.0,11.0,11,04
2013-04-13 12:00:00,552,41,2,509,0,1,0,0,40,114,38,32,52,0,6,0,0,26,137,5,0,22,36,1304131200,6.6,81.0,11.0,12,04
2013-04-13 13:00:00,552,38,0,514,0,1,0,0,40,114,39,31,52,0,7,0,0,26,0,5,0,22,177,1304131300,7.0,79.0,11.0,13,04
2013-04-13 14:00:00,420,41,2,377,0,0,0,0,40,113,38,32,51,0,7,0,0,26,0,5,0,22,43,1304131400,8.9,68.0,12.0,14,04
2013-04-13 15:00:00,968,372,4,592,0,0,0,0,40,190,38,33,51,0,6,0,0,26,6,5,0,23,174,1304131500,9.1,64.0,11.0,15,04
2013-04-13 16:00:00,612,185,0,427,0,0,0,0,40,113,38,32,51,0,6,0,0,26,0,5,0,23,93,1304131600,9.2,67.0,11.0,16,04
2013-04-13 17:00:00,1069,308,0,761,0,2,0,0,44,113,39,78,51,0,7,0,0,27,132,22,0,22,224,1304131700,8.8,68.0,11.0,17,04
2013-04-13 18:00:00,2696,424,2,2270,0,0,186,0,40,125,1773,32,51,0,6,0,0,26,0,5,1,22,3,1304131800,7.6,70.0,11.0,18,04
2013-04-13 19:00:00,1818,646,0,1172,0,2,461,0,40,115,39,32,51,0,6,0,0,25,0,37,2,23,339,1304131900,6.8,73.0,11.0,19,04
2013-04-13 20:00:00,2330,178,0,2152,0,0,0,0,40,125,1797,33,51,0,6,0,0,26,0,5,0,21,48,1304132000,5.9,78.0,11.0,20,04
2013-04-13 21:00:00,424,43,2,379,0,2,0,0,40,114,39,32,52,0,6,0,0,26,0,5,0,21,42,1304132100,6.2,76.0,12.0,21,04
2013-04-13 22:00:00,2166,41,4,2121,0,1,0,0,41,123,1767,32,52,0,6,0,0,26,0,5,0,22,46,1304132200,5.2,82.0,12.0,22,04
2013-04-13 23:00:00,685,41,0,644,0,1,0,0,42,114,38,32,51,0,6,274,0,25,0,5,0,22,34,1304132300,4.2,87.0,11.0,23,04
2013-04-14 00:00:00,3468,2453,2,1013,0,333,0,0,30,114,38,32,52,0,7,0,0,25,0,4,0,124,254,1304140000,5.1,86.0,11.0,00,04
2013-04-14 01:00:00,3148,2307,2,839,0,0,0,0,39,114,38,31,51,0,7,0,0,25,6,30,0,33,465,1304140100,5.1,87.0,11.0,01,04
2013-04-14 02:00:00,1590,731,2,857,0,0,0,0,40,113,39,32,51,0,106,0,0,26,133,5,0,22,290,1304140200,5.2,86.0,11.0,02,04
2013-04-14 03:00:00,1608,399,2,1207,21,0,17,0,40,113,37,32,51,0,152,0,0,27,120,5,0,21,571,1304140300,4.5,86.0,11.0,03,04
2013-04-14 04:00:00,1220,210,2,1008,0,0,0,0,40,114,37,33,51,0,90,0,0,26,130,36,0,22,429,1304140400,5.3,92.0,11.0,04,04
2013-04-14 05:00:00,2979,201,0,2778,0,328,0,0,41,124,1800,32,51,0,38,0,0,26,0,4,0,173,161,1304140500,4.9,82.0,11.0,05,04
2013-04-14 06:00:00,1521,445,2,1074,0,334,0,0,43,115,38,40,52,0,7,0,0,25,0,21,0,200,199,1304140600,4.4,84.0,11.0,06,04
2013-04-14 07:00:00,1229,265,2,962,0,337,0,0,40,114,38,31,52,0,7,0,0,25,0,4,0,187,127,1304140700,5.6,82.0,11.0,07,04
2013-04-14 08:00:00,539,41,2,496,0,2,0,0,41,114,39,33,52,0,6,0,0,26,0,5,0,21,157,1304140800,6.7,78.0,11.0,08,04
2013-04-14 09:00:00,424,38,0,386,0,1,0,0,40,115,38,31,52,0,6,0,0,28,0,5,0,22,48,1304140900,7.5,76.0,11.0,09,04
2013-04-14 10:00:00,424,41,2,381,0,2,0,0,41,115,39,31,52,0,6,0,0,26,0,5,0,22,42,1304141000,8.0,68.0,11.0,10,04
2013-04-14 11:00:00,498,43,2,453,0,1,0,0,41,190,39,32,52,0,6,0,0,26,0,5,0,21,40,1304141100,7.6,77.0,11.0,11,04
2013-04-14 12:00:00,680,173,2,505,0,2,0,0,42,114,41,32,52,0,7,0,0,26,128,5,0,22,34,1304141200,7.4,79.0,11.0,12,04
2013-04-14 13:00:00,722,178,2,542,0,0,0,0,47,190,38,33,52,0,6,0,0,26,0,5,0,22,123,1304141300,9.0,73.0,11.0,13,04
2013-04-14 14:00:00,424,41,2,381,0,1,0,0,40,114,38,31,52,0,6,0,0,26,0,5,0,22,46,1304141400,9.4,71.0,12.0,14,04
2013-04-14 15:00:00,749,41,2,706,0,0,0,0,40,189,38,32,52,0,7,0,0,26,136,5,0,23,158,1304141500,9.6,66.0,12.0,15,04
2013-04-14 16:00:00,470,38,0,432,0,0,0,0,40,114,38,32,51,0,7,0,0,26,0,45,0,22,57,1304141600,10.0,60.0,12.0,16,04
2013-04-14 17:00:00,740,253,2,485,0,0,0,0,40,113,37,32,51,0,6,0,0,26,124,5,0,23,28,1304141700,9.7,61.0,12.0,17,04
2013-04-14 18:00:00,1037,491,2,544,0,0,61,0,40,114,37,32,51,0,6,0,0,26,0,5,0,22,150,1304141800,9.1,65.0,12.0,18,04
2013-04-14 19:00:00,2600,399,2,2199,0,0,0,0,42,124,1830,32,50,0,6,0,0,26,6,5,0,22,56,1304141900,7.5,71.0,12.0,19,04
2013-04-14 20:00:00,1083,477,0,606,0,0,0,0,39,114,38,32,51,0,7,0,0,26,127,5,0,21,146,1304142000,6.7,69.0,12.0,20,04
2013-04-14 21:00:00,653,41,0,612,0,0,0,0,41,114,39,32,52,0,116,0,0,26,122,5,0,22,43,1304142100,6.9,72.0,11.0,21,04
2013-04-14 22:00:00,5433,43,2,5388,0,0,0,0,40,114,38,79,51,0,7,4784,0,26,0,5,0,22,222,1304142200,6.6,74.0,12.0,22,04
2013-04-14 23:00:00,676,41,2,633,0,0,0,0,41,115,38,80,52,0,37,0,0,26,0,5,0,22,217,1304142300,6.5,77.0,11.0,23,04
2013-04-15 00:00:00,932,340,2,590,0,0,0,0,40,114,38,32,51,0,93,0,0,25,135,5,0,23,34,1304150000,6.9,81.0,6.0,00,04
