Time,Temp,Rel_Hum,Weather,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Hour,Month,time_num
2013-04-03 12:00:00,12.2,75.0,10.0,667,175,2,490,0,0,0,0,41,107,38,32,52,0,7,0,0,26,125,5,0,22,35,12,04,1304031200
2013-04-03 13:00:00,11.7,71.0,10.0,543,175,4,364,0,0,0,0,42,106,38,31,52,0,6,0,0,26,0,5,0,22,36,13,04,1304031300
2013-04-03 14:00:00,12.2,75.0,10.0,3450,488,0,2962,0,0,0,0,40,372,2345,32,51,0,7,0,0,26,6,5,0,22,56,14,04,1304031400
2013-04-03 15:00:00,12.0,73.0,10.0,945,38,2,905,0,0,0,0,40,107,38,32,52,0,6,0,0,27,132,5,0,21,445,15,04,1304031500
2013-04-03 16:00:00,12.6,71.0,10.0,699,173,0,526,0,0,0,0,40,106,39,32,52,0,7,0,0,26,127,5,0,22,70,16,04,1304031600
2013-04-03 17:00:00,12.4,71.0,10.0,2444,171,0,2273,0,0,0,0,40,117,1815,32,51,0,6,0,0,26,0,5,0,22,159,17,04,1304031700
2013-04-03 18:00:00,11.0,76.0,10.0,552,178,2,372,0,0,0,0,40,107,39,33,51,0,7,0,0,26,7,5,0,22,35,18,04,1304031800
2013-04-03 19:00:00,10.2,77.0,10.0,415,41,0,374,0,0,0,0,41,107,37,32,51,0,7,0,0,26,0,5,0,22,46,19,04,1304031900
2013-04-03 20:00:00,10.1,78.0,11.0,758,41,2,715,0,0,0,0,47,107,38,33,51,0,100,0,0,26,136,5,0,22,150,20,04,1304032000
2013-04-03 21:00:00,9.3,80.0,11.0,498,41,4,453,0,0,0,0,42,107,39,32,52,0,88,0,0,26,0,5,0,22,40,21,04,1304032100
2013-04-03 22:00:00,10.0,80.0,10.0,438,41,2,395,0,0,0,0,40,107,37,32,52,0,6,0,0,27,0,29,0,22,43,22,04,1304032200
2013-04-03 23:00:00,10.6,80.0,10.0,534,171,4,359,0,1,0,0,40,107,39,32,51,0,7,0,0,26,0,5,0,22,29,23,04,1304032300
2013-04-04 00:00:00,8.8,87.0,10.0,4094,324,0,3770,0,0,0,0,40,117,1835,32,51,0,6,0,0,26,125,5,0,22,1511,00,04,1304040000
2013-04-04 01:00:00,10.2,75.0,10.0,667,301,0,366,0,0,0,0,40,106,39,31,51,0,6,0,0,26,0,5,0,22,40,01,04,1304040100
2013-04-04 02:00:00,9.4,83.0,10.0,923,274,2,647,0,0,0,25,42,106,38,32,51,0,6,0,0,27,0,5,0,22,293,02,04,1304040200
2013-04-04 03:00:00,9.6,84.0,10.0,909,271,2,636,21,0,0,14,30,106,37,31,51,0,6,0,0,27,131,5,0,22,155,03,04,1304040300
2013-04-04 04:00:00,10.2,77.0,10.0,2111,306,2,1803,0,0,0,794,42,108,37,32,52,0,58,0,5,26,0,30,0,22,597,04,04,1304040400
2013-04-04 05:00:00,9.9,84.0,10.0,1466,235,2,1229,0,334,0,0,40,107,38,32,52,0,6,0,4,26,130,4,0,200,256,05,04,1304040500
2013-04-04 06:00:00,9.3,84.0,10.0,1009,41,2,966,0,334,0,0,40,108,38,32,52,0,7,0,2,25,0,5,0,196,127,06,04,1304040600
2013-04-04 07:00:00,10.0,81.0,10.0,420,41,0,379,0,0,0,0,40,107,39,32,52,0,6,0,0,26,0,5,0,22,50,07,04,1304040700
2013-04-04 08:00:00,10.8,75.0,10.0,516,41,0,475,0,1,0,0,41,107,39,33,52,0,6,0,0,26,0,5,0,22,143,08,04,1304040800
2013-04-04 09:00:00,12.0,71.0,10.0,543,41,2,500,0,0,0,0,43,107,39,34,52,0,6,0,0,26,128,5,0,22,38,09,04,1304040900
2013-04-04 10:00:00,12.7,68.0,6.0,854,486,2,366,0,0,0,0,40,107,38,32,52,0,6,0,0,26,0,5,0,22,38,10,04,1304041000
2013-04-04 11:00:00,10.9,82.0,6.0,543,38,0,505,0,0,0,0,40,106,38,32,52,0,7,0,0,26,127,5,0,21,51,11,04,1304041100
2013-04-04 12:00:00,11.3,79.0,6.0,420,41,2,377,0,0,0,0,41,107,39,32,52,0,6,0,0,26,0,5,0,23,46,12,04,1304041200
2013-04-04 13:00:00,11.0,86.0,6.0,653,173,0,480,0,0,0,0,40,109,38,32,52,0,6,0,0,26,0,5,0,23,149,13,04,1304041300
2013-04-04 14:00:00,10.6,86.0,6.0,2353,367,4,1982,0,0,0,0,40,106,36,32,52,0,7,0,0,26,0,5,0,21,1657,14,04,1304041400
2013-04-04 15:00:00,10.1,90.0,6.0,2527,41,2,2484,0,0,0,0,41,117,1813,33,51,0,7,0,0,26,124,5,0,23,244,15,04,1304041500
2013-04-04 16:00:00,10.2,92.0,5.0,717,41,0,676,0,2,88,0,31,110,38,31,51,0,86,0,0,26,0,5,0,22,186,16,04,1304041600
2013-04-04 17:00:00,11.1,92.0,5.0,772,171,0,601,0,0,0,0,40,110,38,32,52,0,86,0,0,26,143,5,0,21,48,17,04,1304041700
2013-04-04 18:00:00,10.9,93.0,5.0,626,171,2,453,0,0,0,0,41,110,38,32,51,0,90,0,0,26,0,5,0,22,38,18,04,1304041800
2013-04-04 19:00:00,10.9,94.0,5.0,863,171,0,692,0,0,175,0,40,110,1,33,51,0,85,0,0,26,0,5,0,23,143,19,04,1304041900
2013-04-04 20:00:00,11.0,93.0,5.0,772,41,2,729,0,0,0,0,40,110,37,98,50,0,6,0,0,26,132,5,0,22,203,20,04,1304042000
2013-04-04 21:00:00,11.5,90.0,6.0,1092,488,2,602,0,0,0,0,40,110,38,84,51,0,7,0,0,25,0,5,0,22,220,21,04,1304042100
2013-04-04 22:00:00,11.2,89.0,6.0,1384,41,2,1341,0,2,13,0,42,110,1,82,51,0,95,266,0,26,0,5,0,23,625,22,04,1304042200
2013-04-04 23:00:00,11.0,89.0,6.0,964,345,0,619,0,0,0,0,40,109,38,83,51,0,6,0,0,25,0,31,0,23,213,23,04,1304042300
2013-04-05 00:00:00,10.9,90.0,6.0,2467,406,0,2061,0,0,0,0,40,109,37,84,50,0,6,0,0,26,0,5,0,21,1683,00,04,1304050000
2013-04-05 01:00:00,10.8,90.0,6.0,1380,358,0,1022,0,0,0,0,40,109,36,33,50,0,6,0,0,26,0,5,0,22,695,01,04,1304050100
2013-04-05 02:00:00,10.6,91.0,6.0,6388,361,0,6027,0,0,0,0,40,109,36,83,50,0,6,4696,0,26,130,5,0,21,825,02,04,1304050200
2013-04-05 03:00:00,10.4,92.0,6.0,1124,274,2,848,21,0,0,0,40,109,37,32,51,0,92,0,0,26,0,5,0,21,414,03,04,1304050300
2013-04-05 04:00:00,10.2,93.0,6.0,1174,237,0,937,0,0,0,0,41,110,38,83,51,0,145,0,0,26,0,5,0,22,416,04,04,1304050400
2013-04-05 05:00:00,10.1,90.0,6.0,1654,233,2,1419,0,334,0,0,44,110,37,32,52,0,147,0,0,26,122,4,0,223,288,05,04,1304050500
2013-04-05 06:00:00,9.7,90.0,6.0,1265,41,0,1224,0,339,0,0,41,111,39,32,52,0,99,0,0,26,0,4,0,188,293,06,04,1304050600
2013-04-05 07:00:00,9.1,88.0,10.0,539,171,0,368,0,0,0,0,40,110,38,32,52,0,6,0,0,26,0,5,0,22,37,07,04,1304050700
2013-04-05 08:00:00,9.9,83.0,10.0,977,491,4,482,0,0,0,0,40,110,38,32,52,0,6,0,0,26,6,5,0,23,144,08,04,1304050800
2013-04-05 09:00:00,10.9,82.0,10.0,415,41,2,372,0,1,0,0,41,111,38,32,52,0,6,0,0,27,0,5,0,22,37,09,04,1304050900
2013-04-05 10:00:00,11.1,83.0,6.0,420,41,2,377,0,1,0,0,41,111,39,37,52,0,6,0,0,26,0,5,0,22,37,10,04,1304051000
2013-04-05 11:00:00,11.5,81.0,10.0,776,171,2,603,0,1,0,0,42,110,41,32,52,0,6,0,0,26,128,5,0,22,138,11,04,1304051100
2013-04-05 12:00:00,12.0,78.0,10.0,543,173,2,368,0,0,0,0,32,110,38,32,52,0,7,0,0,26,0,5,0,22,44,12,04,1304051200
2013-04-05 13:00:00,12.1,79.0,10.0,543,173,2,368,0,0,0,0,40,109,38,31,52,0,6,0,0,26,0,5,0,22,39,13,04,1304051300
2013-04-05 14:00:00,12.5,77.0,10.0,612,114,0,498,0,0,0,0,40,110,39,32,52,0,7,0,0,26,132,5,0,21,34,14,04,1304051400
2013-04-05 15:00:00,12.8,77.0,10.0,4359,171,2,4186,0,0,0,0,40,118,1827,39,52,0,7,0,0,26,0,5,0,22,2050,15,04,1304051500
2013-04-05 16:00:00,13.0,71.0,10.0,881,175,2,704,0,0,0,0,41,109,1,82,52,0,82,0,0,26,7,5,0,22,277,16,04,1304051600
2013-04-05 17:00:00,12.3,82.0,6.0,886,38,0,848,0,2,135,0,41,110,38,86,52,0,102,0,0,26,0,5,0,22,229,17,04,1304051700
2013-04-05 18:00:00,11.6,88.0,5.0,772,41,0,731,0,0,0,0,45,109,38,34,51,0,96,0,0,26,0,5,0,23,304,18,04,1304051800
2013-04-05 19:00:00,11.0,86.0,6.0,2942,41,0,2901,0,0,0,0,40,118,1847,31,51,0,97,0,0,27,459,5,0,22,204,19,04,1304051900
2013-04-05 20:00:00,10.5,89.0,6.0,790,38,0,752,0,0,0,0,40,110,38,33,51,0,97,0,0,26,135,28,0,21,173,20,04,1304052000
2013-04-05 21:00:00,10.3,89.0,6.0,763,41,2,720,0,0,0,0,40,109,38,32,51,0,97,0,0,27,0,5,0,21,300,21,04,1304052100
2013-04-05 22:00:00,10.1,84.0,6.0,786,171,0,615,0,0,0,0,40,109,38,31,51,0,95,0,0,26,0,5,0,22,198,22,04,1304052200
2013-04-05 23:00:00,9.8,82.0,6.0,662,173,0,489,0,0,0,0,40,110,38,32,52,0,6,0,0,26,124,5,0,21,35,23,04,1304052300
2013-04-06 00:00:00,9.6,82.0,6.0,2920,173,0,2747,0,0,0,0,42,119,1867,78,50,0,102,0,0,26,0,5,0,23,435,00,04,1304060000
2013-04-06 01:00:00,8.8,90.0,7.0,2079,41,2,2036,0,0,0,0,30,109,36,31,52,0,6,0,0,26,7,5,0,22,1712,01,04,1304060100
2013-04-06 02:00:00,8.9,90.0,6.0,4455,2627,2,1826,0,330,0,0,41,110,37,79,51,0,93,0,0,26,79,4,0,245,731,02,04,1304060200
2013-04-06 03:00:00,9.0,91.0,6.0,5529,292,2,5235,0,0,0,0,40,109,36,32,50,0,57,4720,0,26,0,5,0,21,139,03,04,1304060300
2013-04-06 04:00:00,10.3,80.0,11.0,1233,484,0,749,0,0,0,0,40,110,38,81,52,0,7,0,0,26,0,5,0,21,369,04,04,1304060400
2013-04-06 05:00:00,9.6,76.0,11.0,1800,486,0,1314,0,334,0,0,41,110,38,32,52,0,95,0,0,26,125,5,0,339,117,05,04,1304060500
2013-04-06 06:00:00,9.0,77.0,11.0,1626,370,0,1256,0,336,0,0,41,111,38,32,52,0,95,0,0,26,0,4,0,218,303,06,04,1304060600
2013-04-06 07:00:00,8.9,76.0,11.0,987,372,2,613,0,0,0,0,43,110,39,32,52,0,96,0,0,27,0,5,0,22,187,07,04,1304060700
2013-04-06 08:00:00,9.0,75.0,11.0,658,41,2,615,0,0,0,0,41,110,39,43,52,0,95,0,0,26,0,5,0,22,182,08,04,1304060800
2013-04-06 09:00:00,9.5,76.0,11.0,552,169,2,381,0,1,0,0,40,110,39,31,52,0,6,0,0,26,7,5,0,22,42,09,04,1304060900
2013-04-06 10:00:00,10.2,69.0,11.0,543,173,0,370,0,0,0,0,40,109,38,31,53,0,7,0,0,26,0,5,0,22,39,10,04,1304061000
2013-04-06 11:00:00,10.4,66.0,11.0,662,175,2,485,0,1,0,0,41,110,38,32,52,0,7,0,0,26,0,5,0,22,151,11,04,1304061100
2013-04-06 12:00:00,11.2,63.0,11.0,420,38,0,382,0,0,0,0,41,110,38,32,53,0,7,0,0,26,0,5,0,22,48,12,04,1304061200
2013-04-06 13:00:00,11.5,57.0,11.0,420,41,2,377,0,1,0,0,41,110,38,31,52,0,6,0,0,27,0,5,0,21,45,13,04,1304061300
2013-04-06 14:00:00,12.9,51.0,11.0,388,41,0,347,0,0,0,0,45,110,1,32,52,0,6,0,0,26,0,5,0,22,48,14,04,1304061400
2013-04-06 15:00:00,12.3,48.0,11.0,2348,38,2,2308,0,0,0,0,40,120,1823,32,51,0,6,0,0,26,125,5,0,22,58,15,04,1304061500
2013-04-06 16:00:00,11.6,52.0,11.0,667,194,2,471,0,0,0,0,40,109,1,32,51,0,6,0,0,27,0,5,0,22,178,16,04,1304061600
2013-04-06 17:00:00,10.6,62.0,3.0,1005,436,2,567,0,0,0,0,40,110,39,33,51,0,6,0,0,26,6,22,0,22,212,17,04,1304061700
2013-04-06 18:00:00,9.0,77.0,3.0,2650,2284,2,364,0,0,0,0,39,109,36,32,51,0,6,0,0,26,0,5,0,22,38,18,04,1304061800
2013-04-06 19:00:00,9.2,74.0,3.0,2490,173,0,2317,0,0,0,0,40,119,1839,32,51,0,6,0,0,26,128,5,0,22,49,19,04,1304061900
2013-04-06 20:00:00,8.1,82.0,11.0,795,402,0,393,0,0,0,0,42,109,38,32,51,0,8,0,0,26,0,22,0,22,43,20,04,1304062000
2013-04-06 21:00:00,8.3,83.0,11.0,831,299,0,532,0,0,0,0,40,110,38,76,52,0,6,0,0,26,0,5,0,21,158,21,04,1304062100
2013-04-06 22:00:00,7.3,81.0,11.0,1046,511,2,533,0,0,0,0,40,110,38,79,52,0,6,0,0,26,0,5,0,22,155,22,04,1304062200
2013-04-06 23:00:00,6.7,85.0,10.0,767,399,2,366,0,1,0,0,40,110,38,32,51,0,7,0,0,26,0,5,0,22,34,23,04,1304062300
2013-04-07 00:00:00,6.7,83.0,10.0,900,292,2,606,0,0,0,0,40,109,37,32,50,0,7,0,0,26,128,5,0,21,151,00,04,1304070000
2013-04-07 01:00:00,7.0,81.0,10.0,4103,2915,2,1186,0,0,0,0,40,109,37,39,51,0,7,0,0,26,126,21,0,22,708,01,04,1304070100
2013-04-07 02:00:00,6.7,84.0,10.0,1343,274,2,1067,0,0,0,0,42,110,39,91,52,0,94,0,0,26,7,5,0,23,578,02,04,1304070200
2013-04-07 03:00:00,6.7,83.0,6.0,1457,502,2,953,21,0,128,0,30,109,38,96,52,0,58,0,0,26,0,5,0,22,368,03,04,1304070300
2013-04-07 04:00:00,6.8,87.0,6.0,1325,233,0,1092,0,0,0,0,41,109,37,78,52,0,144,0,0,26,122,5,0,22,456,04,04,1304070400
2013-04-07 05:00:00,6.9,83.0,10.0,1658,552,4,1102,0,0,0,0,41,110,38,89,51,0,95,0,0,26,142,5,0,22,483,05,04,1304070500
2013-04-07 06:00:00,6.9,81.0,11.0,1635,361,2,1272,0,0,0,0,41,110,37,95,51,0,145,255,0,26,0,5,0,21,486,06,04,1304070600
2013-04-07 07:00:00,7.5,80.0,11.0,1215,386,2,827,0,2,0,0,40,110,38,70,52,0,58,0,0,27,130,36,0,23,241,07,04,1304070700
2013-04-07 08:00:00,7.5,84.0,6.0,456,41,2,413,0,0,0,0,41,110,39,71,51,0,7,0,0,26,0,5,0,22,41,08,04,1304070800
2013-04-07 09:00:00,8.1,79.0,6.0,466,41,2,423,0,0,0,0,42,111,39,70,52,0,12,0,0,27,0,5,0,21,44,09,04,1304070900
2013-04-07 10:00:00,8.5,82.0,6.0,712,171,2,539,0,1,0,0,36,111,38,70,53,0,7,0,0,26,131,5,0,23,38,10,04,1304071000
2013-04-07 11:00:00,8.9,81.0,6.0,584,173,2,409,0,2,0,0,41,111,39,70,52,0,7,0,0,26,0,5,0,22,34,11,04,1304071100
2013-04-07 12:00:00,8.8,79.0,11.0,461,41,2,418,0,1,0,0,41,111,38,70,52,0,7,0,0,26,0,5,0,22,45,12,04,1304071200
2013-04-07 13:00:00,9.1,78.0,11.0,2243,41,0,2202,0,0,0,0,41,122,1806,70,52,0,7,0,0,26,0,5,0,23,50,13,04,1304071300
2013-04-07 14:00:00,9.5,74.0,11.0,461,41,2,418,0,0,0,0,40,111,39,73,52,0,6,0,0,26,0,5,0,21,45,14,04,1304071400
2013-04-07 15:00:00,9.6,71.0,11.0,2865,171,2,2692,0,0,0,0,41,122,1807,70,51,0,93,0,0,26,0,5,0,23,454,15,04,1304071500
2013-04-07 16:00:00,9.6,71.0,11.0,1211,267,0,944,0,0,71,14,45,112,38,71,51,0,39,0,0,26,10,22,0,22,423,16,04,1304071600
2013-04-07 17:00:00,9.8,69.0,11.0,1704,326,2,1376,1,0,0,791,41,112,38,93,52,0,36,0,0,26,9,6,0,22,149,17,04,1304071700
2013-04-07 18:00:00,9.1,74.0,11.0,7407,274,2,7131,0,0,6,14,40,120,1832,73,50,0,7,4646,0,26,126,5,0,22,164,18,04,1304071800
2013-04-07 19:00:00,9.1,75.0,11.0,1160,201,0,959,0,326,0,0,39,111,36,31,51,0,7,0,0,27,0,5,0,216,110,19,04,1304071900
2013-04-07 20:00:00,7.7,84.0,10.0,900,399,2,499,0,0,0,0,40,110,38,31,51,0,7,0,0,26,131,5,0,22,38,20,04,1304072000
2013-04-07 21:00:00,7.3,88.0,10.0,1521,290,2,1229,0,0,0,770,41,110,38,31,51,0,93,0,0,26,0,5,0,22,42,21,04,1304072100
2013-04-07 22:00:00,6.8,90.0,10.0,662,210,2,450,0,0,0,0,41,109,38,31,50,0,87,0,0,26,0,5,0,21,42,22,04,1304072200
2013-04-07 23:00:00,7.1,88.0,10.0,552,196,2,354,0,0,0,0,30,110,36,31,51,0,6,0,0,26,0,5,0,22,37,23,04,1304072300
2013-04-08 00:00:00,7.2,87.0,10.0,1179,598,0,581,0,0,0,0,39,111,1,31,50,0,6,0,0,25,133,5,0,22,158,00,04,1304080000
2013-04-08 01:00:00,7.3,86.0,10.0,1124,495,2,627,0,0,0,0,40,110,36,32,50,0,7,0,0,26,0,5,0,22,299,01,04,1304080100
2013-04-08 02:00:00,7.3,85.0,10.0,1229,367,2,860,0,0,0,0,40,110,37,32,51,0,96,0,0,26,129,5,0,22,312,02,04,1304080200
2013-04-08 03:00:00,7.3,87.0,10.0,1147,397,0,750,21,0,0,0,40,109,38,32,51,0,57,0,0,26,0,34,0,22,320,03,04,1304080300
2013-04-08 04:00:00,7.3,87.0,10.0,1859,404,4,1451,0,331,0,0,41,109,36,32,51,0,99,0,0,26,134,5,0,190,397,04,04,1304080400
2013-04-08 05:00:00,7.3,86.0,10.0,1119,235,2,882,0,336,0,0,43,110,38,32,52,0,6,0,0,26,0,5,0,196,38,05,04,1304080500
2013-04-08 06:00:00,7.4,87.0,11.0,2636,276,0,2360,0,0,0,0,40,115,178,32,51,0,57,0,0,27,0,37,0,22,1801,06,04,1304080600
2013-04-08 07:00:00,7.9,84.0,11.0,548,38,0,510,0,2,0,0,40,111,38,32,51,0,6,0,3,26,128,5,0,22,46,07,04,1304080700
2013-04-08 08:00:00,8.5,81.0,11.0,415,38,2,375,0,0,0,0,40,110,39,32,52,0,7,0,0,27,0,5,0,22,41,08,04,1304080800
2013-04-08 09:00:00,9.0,77.0,11.0,543,38,0,505,0,1,0,0,40,110,39,32,52,0,7,0,0,26,127,5,0,23,43,09,04,1304080900
2013-04-08 10:00:00,10.2,75.0,11.0,424,41,4,379,0,1,0,0,41,110,39,32,52,0,7,0,0,26,7,5,0,22,37,10,04,1304081000
2013-04-08 11:00:00,10.2,72.0,11.0,557,38,0,519,0,0,0,0,41,110,39,32,52,0,7,0,0,26,126,5,0,22,59,11,04,1304081100
2013-04-08 12:00:00,11.1,68.0,11.0,2193,38,0,2155,0,1,0,0,30,120,1703,31,52,0,7,0,0,26,0,5,0,22,158,12,04,1304081200
2013-04-08 13:00:00,11.1,73.0,11.0,502,171,2,329,0,1,0,0,40,111,1,31,52,0,7,0,0,26,0,5,0,23,32,13,04,1304081300
2013-04-08 14:00:00,12.7,62.0,11.0,2719,470,4,2245,0,0,0,0,40,109,37,32,52,0,7,0,0,26,0,5,0,22,1915,14,04,1304081400
2013-04-08 15:00:00,13.1,57.0,11.0,2696,171,0,2525,0,0,0,0,40,118,1807,34,51,0,6,0,0,26,127,22,0,22,272,15,04,1304081500
2013-04-08 16:00:00,12.6,57.0,11.0,932,173,4,755,0,1,0,0,41,109,1,84,51,0,86,0,0,26,127,5,0,22,202,16,04,1304081600
2013-04-08 17:00:00,11.9,60.0,11.0,817,175,2,640,0,0,0,0,41,111,38,85,51,0,107,0,0,26,0,5,0,22,154,17,04,1304081700
2013-04-08 18:00:00,11.2,69.0,11.0,676,38,2,636,0,0,0,0,42,110,36,81,51,0,105,0,0,27,0,5,0,22,157,18,04,1304081800
2013-04-08 19:00:00,10.1,75.0,11.0,3061,43,0,3018,0,336,0,0,41,119,1846,83,51,0,94,0,0,26,0,5,0,22,395,19,04,1304081900
2013-04-08 20:00:00,8.4,82.0,11.0,539,41,0,498,0,0,0,0,40,110,39,32,52,0,6,0,0,26,127,5,0,22,39,20,04,1304082000
2013-04-08 21:00:00,7.7,85.0,10.0,552,180,0,372,0,1,0,0,40,110,38,32,52,0,7,0,0,26,0,5,0,22,39,21,04,1304082100
2013-04-08 22:00:00,7.9,80.0,11.0,543,41,0,502,0,0,0,0,40,110,38,31,51,0,6,0,0,26,131,5,0,22,42,22,04,1304082200
2013-04-08 23:00:00,8.5,80.0,11.0,836,459,2,375,0,0,0,0,40,111,38,32,52,0,7,0,0,26,0,5,0,22,42,23,04,1304082300
2013-04-09 00:00:00,7.9,81.0,11.0,2709,2351,0,358,0,0,0,0,40,109,38,31,51,0,7,0,0,26,0,5,0,21,30,00,04,1304090000
2013-04-09 01:00:00,8.9,80.0,10.0,790,271,0,519,0,0,0,0,44,110,37,31,51,0,6,0,0,26,146,5,0,22,41,01,04,1304090100
2013-04-09 02:00:00,8.8,80.0,10.0,722,345,0,377,0,0,0,0,40,109,38,32,51,0,7,0,0,26,0,22,0,22,30,02,04,1304090200
2013-04-09 03:00:00,8.6,82.0,10.0,3121,342,0,2779,21,0,0,0,40,118,1830,80,51,0,6,0,0,26,0,5,0,22,580,03,04,1304090300
2013-04-09 04:00:00,8.3,84.0,10.0,1115,185,0,930,0,0,0,0,41,109,37,80,51,0,58,0,0,26,132,5,0,22,369,04,04,1304090400
2013-04-09 05:00:00,8.4,83.0,10.0,3463,2513,4,946,0,0,0,0,40,110,39,96,52,0,147,0,0,26,0,22,0,22,392,05,04,1304090500
2013-04-09 06:00:00,8.7,83.0,10.0,5159,3925,2,1232,0,330,0,0,40,110,38,32,52,0,36,0,0,26,129,4,0,210,225,06,04,1304090600
2013-04-09 07:00:00,8.7,84.0,3.0,580,173,0,407,0,1,0,0,42,109,39,31,52,0,38,0,0,26,0,5,0,22,42,07,04,1304090700
2013-04-09 08:00:00,9.2,83.0,10.0,662,173,0,489,0,0,0,0,30,109,38,32,52,0,6,0,0,26,126,5,0,23,42,08,04,1304090800
2013-04-09 09:00:00,9.5,78.0,10.0,543,175,0,368,0,1,0,0,40,109,41,32,53,0,7,0,0,26,0,5,0,22,32,09,04,1304090900
2013-04-09 10:00:00,10.5,73.0,10.0,543,173,2,368,0,2,0,0,40,109,38,40,52,0,7,0,0,26,0,5,0,22,27,10,04,1304091000
2013-04-09 11:00:00,10.1,73.0,10.0,653,175,0,478,0,0,0,0,40,109,39,32,52,0,6,0,0,26,0,5,0,22,147,11,04,1304091100
2013-04-09 12:00:00,10.4,74.0,10.0,2211,41,0,2170,0,0,0,0,40,118,1817,33,52,0,6,0,0,26,0,5,0,22,51,12,04,1304091200
2013-04-09 13:00:00,9.4,82.0,3.0,539,41,0,498,0,0,0,0,41,108,39,32,52,0,6,0,0,27,128,5,0,23,37,13,04,1304091300
2013-04-09 14:00:00,9.1,84.0,3.0,1133,356,4,773,0,0,0,0,42,108,38,32,52,0,6,0,0,26,0,35,0,21,413,14,04,1304091400
2013-04-09 15:00:00,8.6,85.0,3.0,2755,41,0,2714,0,0,0,0,40,119,1832,32,52,0,7,0,0,27,132,5,0,21,447,15,04,1304091500
2013-04-09 16:00:00,8.7,86.0,3.0,790,38,0,752,0,0,0,0,40,109,38,77,52,0,6,0,0,26,0,5,0,22,377,16,04,1304091600
2013-04-09 17:00:00,8.6,87.0,10.0,1083,169,2,912,0,0,0,0,41,109,39,78,51,0,94,0,0,26,130,5,0,23,316,17,04,1304091700
2013-04-09 18:00:00,8.5,87.0,10.0,790,171,2,617,0,0,0,0,42,109,39,80,52,0,87,0,0,26,0,5,0,22,155,18,04,1304091800
2013-04-09 19:00:00,8.1,89.0,6.0,1037,178,2,857,0,1,0,0,41,110,39,94,52,0,84,0,0,25,125,5,0,22,259,19,04,1304091900
2013-04-09 20:00:00,8.2,90.0,6.0,735,201,0,534,0,0,0,0,43,110,1,28,51,0,85,0,0,26,124,5,0,22,39,20,04,1304092000
2013-04-09 21:00:00,8.1,91.0,6.0,571,175,4,392,0,1,0,0,46,110,39,28,52,0,7,0,0,25,0,37,0,22,25,21,04,1304092100
2013-04-09 22:00:00,8.1,91.0,10.0,749,175,0,574,0,0,0,0,41,108,37,27,52,0,88,0,0,26,129,5,0,22,39,22,04,1304092200
2013-04-09 23:00:00,8.4,88.0,6.0,2856,331,2,2523,0,0,0,0,40,118,1839,27,51,0,6,0,0,26,0,44,0,22,350,23,04,1304092300
2013-04-10 00:00:00,8.1,90.0,6.0,1188,308,4,876,0,0,0,0,40,109,38,72,51,0,6,0,0,26,130,5,0,21,378,00,04,1304100000
2013-04-10 01:00:00,7.9,93.0,6.0,1096,287,0,809,0,0,0,0,40,109,38,69,51,0,7,0,0,26,0,5,0,22,442,01,04,1304100100
2013-04-10 02:00:00,7.9,93.0,6.0,1581,274,0,1307,0,0,0,0,40,110,38,95,51,0,7,0,0,26,0,45,0,22,873,02,04,1304100200
2013-04-10 03:00:00,8.0,94.0,6.0,1037,278,2,757,21,0,0,0,42,110,38,33,51,0,57,0,5,26,6,5,0,22,341,03,04,1304100300
2013-04-10 04:00:00,8.1,93.0,6.0,1434,324,0,1110,0,0,0,0,40,110,37,40,51,0,146,0,1,26,122,35,0,22,480,04,04,1304100400
2013-04-10 05:00:00,8.7,93.0,6.0,1850,265,4,1581,0,340,0,0,41,111,39,95,52,0,96,0,0,26,0,5,0,159,617,05,04,1304100500
2013-04-10 06:00:00,9.1,91.0,7.0,1279,41,2,1236,0,330,0,0,40,111,173,33,51,0,6,0,0,26,127,5,0,114,220,06,04,1304100600
2013-04-10 07:00:00,9.5,88.0,6.0,525,38,4,483,0,1,0,0,40,111,38,36,52,0,7,0,0,26,0,5,0,22,145,07,04,1304100700
2013-04-10 08:00:00,9.5,90.0,6.0,676,171,0,505,0,1,0,0,40,110,41,32,52,0,6,0,0,26,133,5,0,22,37,08,04,1304100800
2013-04-10 09:00:00,9.7,92.0,6.0,662,173,2,487,0,2,0,0,41,111,39,32,52,0,7,0,0,27,0,5,0,23,148,09,04,1304100900
2013-04-10 10:00:00,10.6,87.0,6.0,552,173,0,379,0,2,0,0,44,110,41,32,52,0,6,0,0,26,0,5,0,23,38,10,04,1304101000
2013-04-10 11:00:00,11.5,86.0,12.0,2348,173,0,2175,0,1,0,0,40,123,1824,32,52,0,7,0,0,26,0,5,0,22,43,11,04,1304101100
2013-04-10 12:00:00,11.4,76.0,12.0,420,38,2,380,0,1,0,0,40,111,39,32,52,0,7,0,0,26,0,5,0,22,45,12,04,1304101200
2013-04-10 13:00:00,11.6,72.0,12.0,548,41,2,505,0,0,0,0,40,110,39,32,52,0,7,0,0,26,129,5,0,22,43,13,04,1304101300
2013-04-10 14:00:00,12.6,67.0,12.0,4400,363,2,4035,0,0,0,0,40,121,1834,32,52,0,7,0,0,26,0,39,0,21,1863,14,04,1304101400
